From file: CTD 1350 080221;Instrument no.:;1350;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;
1;2;;1016,56;P61764;;;;;;
2;2;;999,59;P61688;;;;;;
Ser;Meas;Cond.;Temp;F (?g/l);OpOx %;Opmg/l;Density;Press;Date;Time
2;991;0;3,135;0,03;101,61;13,44;-0,031;0;5-2-2021;14:54:20
2;992;0;2,827;0,03;102,01;13,61;-0,036;0,01;5-2-2021;14:54:22
2;993;0;2,504;0,03;102,02;13,73;-0,043;0,01;5-2-2021;14:54:24
2;994;0;2,107;0,03;102,05;13,88;-0,054;0;5-2-2021;14:54:26
2;995;0;1,842;0,03;102,31;14,02;-0,062;0,02;5-2-2021;14:54:28
2;996;0;1,608;0,03;102,06;14,07;-0,071;0;5-2-2021;14:54:30
2;997;0;1,465;0,03;102,17;14,15;-0,077;0,01;5-2-2021;14:54:32
2;998;0;1,358;0,03;101,92;14,15;-0,082;0;5-2-2021;14:54:34
2;999;0;1,197;0,03;102,27;14,26;-0,089;0,01;5-2-2021;14:54:36
2;1000;0;1,016;0,03;102,24;14,33;-0,098;0;5-2-2021;14:54:38
2;1001;0;0,871;0,03;102,43;14,42;-0,105;0,02;5-2-2021;14:54:40
2;1002;0;0,567;0,03;102,41;14,54;-0,122;0,02;5-2-2021;14:54:42
2;1003;0;0,143;0,03;100,47;14,43;-0,148;0,01;5-2-2021;14:54:44
2;1004;0;0,016;0,1;106,52;15,36;-0,156;0,05;5-2-2021;14:54:46
2;1005;0;0,048;0,12;104,86;15,1;-0,153;0,18;5-2-2021;14:54:48
2;1006;0;0,062;0,15;103,79;14,94;-0,152;0,22;5-2-2021;14:54:50
2;1007;0;0,092;0,13;102,71;14,77;-0,149;0,39;5-2-2021;14:54:52
2;1008;0;0,07;0,14;102,64;14,77;-0,151;0,42;5-2-2021;14:54:54
2;1009;0;0,053;0,19;103,32;14,88;-0,152;0,45;5-2-2021;14:54:56
2;1010;0;0,047;0,19;102,89;14,82;-0,152;0,44;5-2-2021;14:54:58
2;1011;0;0,067;0,18;103,48;14,9;-0,151;0,46;5-2-2021;14:55:00
2;1012;0;0,075;0,17;102,81;14,8;-0,15;0,47;5-2-2021;14:55:02
2;1013;0;0,087;0,21;103,07;14,83;-0,149;0,49;5-2-2021;14:55:04
2;1014;0;0,083;0,19;103,39;14,88;-0,149;0,47;5-2-2021;14:55:06
2;1015;0;0,077;0,16;102,87;14,8;-0,15;0,47;5-2-2021;14:55:08
2;1016;0;0,065;0,17;102,46;14,75;-0,151;0,47;5-2-2021;14:55:10
2;1017;0;0,061;0,15;102,05;14,69;-0,151;0,48;5-2-2021;14:55:12
2;1018;0;0,058;0,17;102,16;14,71;-0,151;0,48;5-2-2021;14:55:14
2;1019;0;0,055;0,15;102,21;14,72;-0,151;0,52;5-2-2021;14:55:16
2;1020;0;0,054;0,19;102,14;14,71;-0,151;0,48;5-2-2021;14:55:18
2;1021;0;0,053;0,19;102,19;14,72;-0,151;0,5;5-2-2021;14:55:20
2;1022;0;0,054;0,2;102,28;14,73;-0,151;0,48;5-2-2021;14:55:22
2;1023;0;0,056;0,18;102,21;14,72;-0,151;0,5;5-2-2021;14:55:24
2;1024;0;0,061;0,24;102,11;14,7;-0,151;0,48;5-2-2021;14:55:26
2;1025;0;0,067;0,18;102,09;14,7;-0,15;0,5;5-2-2021;14:55:28
2;1026;0;0,065;0,19;101,35;14,59;-0,15;0,52;5-2-2021;14:55:30
2;1027;0;0,061;0,19;101,65;14,63;-0,151;0,49;5-2-2021;14:55:32
2;1028;0;0,071;0,21;102,04;14,69;-0,15;0,5;5-2-2021;14:55:34
2;1029;0;0,091;0,23;102;14,67;-0,149;0,5;5-2-2021;14:55:36
2;1030;0;0,104;0,18;102,09;14,68;-0,148;0,48;5-2-2021;14:55:38
2;1031;0;0,109;0,18;102,52;14,74;-0,148;0,48;5-2-2021;14:55:40
2;1032;0;0,142;0,17;102,01;14,65;-0,145;0,53;5-2-2021;14:55:42
2;1033;0;0,231;0,17;102,15;14,64;-0,139;0,54;5-2-2021;14:55:44
2;1034;0;0,233;0,15;102,02;14,62;-0,139;0,63;5-2-2021;14:55:46
2;1035;0;0,127;0,12;101,1;14,53;-0,144;0,93;5-2-2021;14:55:48
2;1036;0;0,13;0,1;100,36;14,42;-0,143;1,22;5-2-2021;14:55:50
2;1037;0;0,083;0,09;99,84;14,37;-0,145;1,34;5-2-2021;14:55:52
2;1038;0;0,068;0,09;99,49;14,32;-0,147;1,24;5-2-2021;14:55:54
2;1039;0;0,07;0,1;99,09;14,26;-0,147;1,18;5-2-2021;14:55:56
2;1040;0;0,067;0,12;98,95;14,24;-0,147;1,09;5-2-2021;14:55:58
2;1041;0;0,048;0,13;99,07;14,27;-0,151;0,63;5-2-2021;14:56:00
2;1042;0;0,032;0,14;99,18;14,29;-0,154;0,23;5-2-2021;14:56:02
2;1043;0;0,041;0,14;99,53;14,34;-0,153;0,29;5-2-2021;14:56:04
2;1044;0;0,048;0,15;99,76;14,37;-0,153;0,31;5-2-2021;14:56:06
2;1045;0;0,05;0,16;99,95;14,4;-0,152;0,35;5-2-2021;14:56:08
2;1046;0;0,053;0,16;99,99;14,4;-0,152;0,33;5-2-2021;14:56:10
2;1047;0;0,055;0,16;100,08;14,41;-0,152;0,36;5-2-2021;14:56:12
2;1048;0;0,059;0,22;100,09;14,41;-0,152;0,36;5-2-2021;14:56:14
2;1049;0;0,061;0,16;100,07;14,41;-0,152;0,34;5-2-2021;14:56:16
2;1050;0;0,101;0,16;100,22;14,41;-0,148;0,43;5-2-2021;14:56:18
2;1051;0;0,072;0,11;100;14,39;-0,148;0,85;5-2-2021;14:56:20
2;1052;0;0,069;0,09;99,16;14,27;-0,145;1,53;5-2-2021;14:56:22
2;1053;0;0,066;0,09;98,7;14,21;-0,142;2,19;5-2-2021;14:56:24
2;1054;0;0,067;0,12;98,39;14,16;-0,138;2,84;5-2-2021;14:56:26
2;1055;0;0,067;0,1;98,31;14,15;-0,135;3,43;5-2-2021;14:56:28
2;1056;0;0,064;0,11;98,05;14,12;-0,132;4,07;5-2-2021;14:56:30
2;1057;0;0,066;0,1;98,17;14,13;-0,129;4,68;5-2-2021;14:56:32
2;1058;0;0,066;0,08;97,86;14,09;-0,125;5,45;5-2-2021;14:56:34
2;1059;0;0,068;0,09;97,49;14,03;-0,122;6,05;5-2-2021;14:56:36
2;1060;0;0,068;0,09;97,7;14,06;-0,119;6,69;5-2-2021;14:56:38
2;1061;0;0,069;0,07;97,96;14,1;-0,114;7,67;5-2-2021;14:56:40
2;1062;0;0,075;0,07;97,38;14,01;-0,109;8,44;5-2-2021;14:56:42
2;1063;0;0,089;0,06;96,59;13,9;-0,104;9,26;5-2-2021;14:56:44
2;1064;0;0,102;0,07;96,03;13,81;-0,096;10,72;5-2-2021;14:56:46
2;1065;0;0,11;0,1;95,65;13,75;-0,091;11,63;5-2-2021;14:56:48
2;1066;0;0,118;0,06;95,93;13,79;-0,086;12,5;5-2-2021;14:56:50
2;1067;0;0,127;0,07;96,28;13,84;-0,083;13,05;5-2-2021;14:56:52
2;1068;0;0,134;0,06;96,52;13,87;-0,079;13,63;5-2-2021;14:56:54
2;1069;0;0,138;0,06;96,3;13,83;-0,075;14,45;5-2-2021;14:56:56
2;1070;0;0,143;0,06;96,05;13,8;-0,071;15,21;5-2-2021;14:56:58
2;1071;0;0,145;0,07;96,4;13,85;-0,067;15,82;5-2-2021;14:57:00
2;1072;0;0,147;0,07;97,63;14,02;-0,063;16,57;5-2-2021;14:57:02
2;1073;0;0,155;0,07;97,59;14,01;-0,057;17,66;5-2-2021;14:57:04
2;1074;0;0,166;0,06;97,1;13,94;-0,052;18,64;5-2-2021;14:57:06
2;1075;0;0,176;0,06;96,85;13,9;-0,048;19,26;5-2-2021;14:57:08
2;1076;0;0,186;0,06;96,36;13,83;-0,044;19,93;5-2-2021;14:57:10
2;1077;0;0,2;0,06;95,97;13,76;-0,037;21,15;5-2-2021;14:57:12
2;1078;0;0,205;0,07;96,06;13,77;-0,031;22,28;5-2-2021;14:57:14
2;1079;0;0,212;0,06;96,16;13,79;-0,025;23,37;5-2-2021;14:57:16
2;1080;0;0,222;0,06;95,88;13,74;-0,018;24,62;5-2-2021;14:57:18
2;1081;0;0,225;0,07;95,59;13,7;-0,015;25,16;5-2-2021;14:57:20
2;1082;0;0,232;0,08;95,75;13,72;-0,011;25,74;5-2-2021;14:57:22
2;1083;0;0,244;0,06;95,92;13,74;-0,006;26,74;5-2-2021;14:57:24
2;1084;0;0,257;0,06;95,64;13,69;-0,001;27,46;5-2-2021;14:57:26
2;1085;0;0,27;0,07;95,93;13,73;0,004;28,34;5-2-2021;14:57:28
2;1086;0;0,282;0,07;96,14;13,76;0,009;29,25;5-2-2021;14:57:30
2;1087;0;0,292;0,07;96,68;13,83;0,014;30,1;5-2-2021;14:57:32
2;1088;0;0,298;0,07;96,99;13,87;0,018;30,8;5-2-2021;14:57:34
2;1089;0;0,311;0,07;96,67;13,82;0,023;31,62;5-2-2021;14:57:36
2;1090;0;0,33;0,06;96,66;13,81;0,029;32,51;5-2-2021;14:57:38
2;1091;0;0,362;0,08;95,92;13,69;0,037;33,62;5-2-2021;14:57:40
2;1092;0;0,385;0,07;96,74;13,8;0,04;34,08;5-2-2021;14:57:42
2;1093;0;0,415;0,06;97,67;13,92;0,044;34,55;5-2-2021;14:57:44
2;1094;0;0,482;0,06;97,44;13,86;0,052;35,26;5-2-2021;14:57:46
2;1095;0;0,57;0,07;97,16;13,79;0,06;35,91;5-2-2021;14:57:48
2;1096;0;0,796;0,06;96,42;13,6;0,077;36,73;5-2-2021;14:57:50
2;1097;0;0,99;0,06;96,06;13,48;0,09;37,4;5-2-2021;14:57:52
2;1098;0;1,243;0,06;96,03;13,38;0,106;38,32;5-2-2021;14:57:54
2;1099;0;1,396;0,05;96,05;13,32;0,117;39,17;5-2-2021;14:57:56
2;1100;0;1,495;0,06;95,27;13,18;0,124;39,71;5-2-2021;14:57:58
2;1101;0;1,58;0,06;95,65;13,2;0,131;40,49;5-2-2021;14:58:00
2;1102;0;1,663;0,06;95,31;13,12;0,14;41,54;5-2-2021;14:58:02
2;1103;0;1,724;0,06;94,91;13,05;0,146;42,36;5-2-2021;14:58:04
2;1104;0;1,774;0,06;94,55;12,98;0,154;43,62;5-2-2021;14:58:06
2;1105;0;1,807;0,07;95,21;13,06;0,159;44,33;5-2-2021;14:58:08
2;1106;0;1,854;0,05;94,83;12,99;0,166;45,45;5-2-2021;14:58:10
2;1107;0;1,885;0,06;94,53;12,94;0,172;46,39;5-2-2021;14:58:12
2;1108;0;1,919;0,06;94,48;12,92;0,177;47,19;5-2-2021;14:58:14
2;1109;0;1,948;0,06;94,12;12,86;0,182;47,99;5-2-2021;14:58:16
2;1110;0;1,968;0,06;93,82;12,81;0,185;48,51;5-2-2021;14:58:18
2;1111;0;1,976;0,06;93,75;12,8;0,186;48,75;5-2-2021;14:58:20
2;1112;0;1,995;0,06;94,02;12,83;0,19;49,24;5-2-2021;14:58:22
2;1113;0;2,017;0,06;93,79;12,79;0,194;50,09;5-2-2021;14:58:24
2;1114;0;2,039;0,05;93,02;12,68;0,199;50,91;5-2-2021;14:58:26
2;1115;0;2,057;0,05;92,92;12,66;0,203;51,63;5-2-2021;14:58:28
2;1116;0;2,066;0,06;92,55;12,6;0,205;51,97;5-2-2021;14:58:30
2;1117;0;2,07;0,06;92,03;12,53;0,207;52,2;5-2-2021;14:58:32
2;1118;0;2,077;0,06;91,28;12,43;0,206;52,1;5-2-2021;14:58:34
2;1119;0;2,073;0,06;90,93;12,38;0,206;51,96;5-2-2021;14:58:36
2;1120;0;2,076;0,06;90,72;12,35;0,206;52,1;5-2-2021;14:58:38
2;1121;0;2,078;0,06;90,73;12,35;0,206;52,09;5-2-2021;14:58:40
2;1122;0;2,079;0,05;91,28;12,43;0,206;52,12;5-2-2021;14:58:42
2;1123;0;2,084;0,06;91,52;12,46;0,207;52,15;5-2-2021;14:58:44
2;1124;0;2,078;0,06;90,93;12,38;0,206;52,07;5-2-2021;14:58:46
2;1125;0;2,05;0,06;90,81;12,37;0,201;51,1;5-2-2021;14:58:48
2;1126;0;2,021;0,05;90,88;12,39;0,195;50,08;5-2-2021;14:58:50
2;1127;0;1,994;0,08;90,95;12,41;0,189;49,14;5-2-2021;14:58:52
2;1128;0;1,967;0,07;90,94;12,42;0,183;48,16;5-2-2021;14:58:54
2;1129;0;1,925;0,06;90,92;12,43;0,177;47,27;5-2-2021;14:58:56
2;1130;0;1,901;0,06;90,88;12,43;0,173;46,45;5-2-2021;14:58:58
2;1131;0;1,866;0,06;91,2;12,49;0,167;45,56;5-2-2021;14:59:00
2;1132;0;1,822;0,06;91,41;12,53;0,161;44,61;5-2-2021;14:59:02
2;1133;0;1,793;0,06;91,5;12,55;0,155;43,62;5-2-2021;14:59:04
2;1134;0;1,75;0,06;91,52;12,57;0,148;42,54;5-2-2021;14:59:06
2;1135;0;1,691;0,06;91,4;12,58;0,141;41,52;5-2-2021;14:59:08
2;1136;0;1,593;0,07;91,3;12,6;0,131;40,45;5-2-2021;14:59:10
2;1137;0;1,493;0,05;91,46;12,65;0,122;39,44;5-2-2021;14:59:12
2;1138;0;1,337;0,07;91,34;12,69;0,111;38,49;5-2-2021;14:59:14
2;1139;0;1,188;0,06;91,39;12,75;0,1;37,54;5-2-2021;14:59:16
2;1140;0;0,889;0,06;91,57;12,88;0,081;36,6;5-2-2021;14:59:18
2;1141;0;0,584;0,06;91,18;12,94;0,059;35,51;5-2-2021;14:59:20
2;1142;0;0,421;0,06;91,65;13,06;0,045;34,5;5-2-2021;14:59:22
2;1143;0;0,371;0,07;92,42;13,19;0,036;33,45;5-2-2021;14:59:24
2;1144;0;0,332;0,06;92,83;13,26;0,028;32,38;5-2-2021;14:59:26
2;1145;0;0,304;0,07;93,21;13,33;0,022;31,42;5-2-2021;14:59:28
2;1146;0;0,291;0,06;93,36;13,35;0,016;30,35;5-2-2021;14:59:30
2;1147;0;0,286;0,06;93,56;13,38;0,011;29,48;5-2-2021;14:59:32
2;1148;0;0,27;0,06;93,58;13,39;0,004;28,36;5-2-2021;14:59:34
2;1149;0;0,259;0,06;93,59;13,4;-0,002;27,24;5-2-2021;14:59:36
2;1150;0;0,238;0,07;93,53;13,4;-0,009;26,21;5-2-2021;14:59:38
2;1151;0;0,227;0,06;93,58;13,41;-0,014;25,22;5-2-2021;14:59:40
2;1152;0;0,218;0,06;93,73;13,43;-0,02;24,3;5-2-2021;14:59:42
2;1153;0;0,211;0,06;93,81;13,45;-0,026;23,19;5-2-2021;14:59:44
2;1154;0;0,202;0,08;93,9;13,47;-0,032;22,15;5-2-2021;14:59:46
2;1155;0;0,199;0,06;94,04;13,49;-0,037;21,1;5-2-2021;14:59:48
2;1156;0;0,19;0,06;93,96;13,48;-0,043;20,04;5-2-2021;14:59:50
2;1157;0;0,182;0,07;94,03;13,49;-0,048;19,21;5-2-2021;14:59:52
2;1158;0;0,167;0,07;93,92;13,48;-0,053;18,3;5-2-2021;14:59:54
2;1159;0;0,158;0,06;94,12;13,51;-0,058;17,48;5-2-2021;14:59:56
2;1160;0;0,15;0,07;94,5;13,57;-0,064;16,43;5-2-2021;14:59:58
2;1161;0;0,141;0,06;94,91;13,63;-0,07;15,39;5-2-2021;15:00:00
2;1162;0;0,141;0,06;95,11;13,66;-0,075;14,46;5-2-2021;15:00:02
2;1163;0;0,136;0,07;94,84;13,63;-0,08;13,46;5-2-2021;15:00:04
2;1164;0;0,129;0,09;94,38;13,56;-0,085;12,48;5-2-2021;15:00:06
2;1165;0;0,118;0,07;94,2;13,54;-0,09;11,74;5-2-2021;15:00:08
2;1166;0;0,109;0,07;93,99;13,51;-0,095;10,76;5-2-2021;15:00:10
2;1167;0;0,1;0,08;94,22;13,55;-0,102;9,65;5-2-2021;15:00:12
2;1168;0;0,092;0,07;94,04;13,53;-0,108;8,59;5-2-2021;15:00:14
2;1169;0;0,079;0,08;94,04;13,53;-0,113;7,69;5-2-2021;15:00:16
2;1170;0;0,068;0,08;94,32;13,58;-0,119;6,66;5-2-2021;15:00:18
2;1171;0;0,062;0,1;94,6;13,62;-0,125;5,57;5-2-2021;15:00:20
2;1172;0;0,061;0,09;95,08;13,69;-0,131;4,46;5-2-2021;15:00:22
2;1173;0;0,059;0,1;95,6;13,77;-0,136;3,46;5-2-2021;15:00:24
2;1174;0;0,057;0,09;96,03;13,83;-0,141;2,51;5-2-2021;15:00:26
2;1175;0;0,055;0,1;96,24;13,86;-0,146;1,59;5-2-2021;15:00:28
2;1176;0;0,053;0,09;96,35;13,88;-0,149;0,88;5-2-2021;15:00:30
2;1177;0;0,05;0,09;96,62;13,92;-0,151;0,58;5-2-2021;15:00:32
2;1178;0;0,041;0,13;96,87;13,96;-0,154;0,1;5-2-2021;15:00:34
2;1179;0;0,003;0,03;97,03;13,99;-0,157;0;5-2-2021;15:00:36
2;1180;0;-0,071;0,03;97,02;14,02;-0,162;0;5-2-2021;15:00:38
2;1181;0;-0,212;0,03;97,14;14,09;-0,172;0;5-2-2021;15:00:40
2;1182;0;-0,583;0,03;97,38;14,28;-0,2;0;5-2-2021;15:00:42
2;1183;0;-0,934;0,03;98,43;14,58;-0,229;0;5-2-2021;15:00:44
2;1184;0;-1,25;0,03;98,84;14,78;-0,257;0;5-2-2021;15:00:46
2;1185;0;-1,556;0,03;98,75;14,89;-0,286;0;5-2-2021;15:00:48
2;1186;0;-1,867;0,03;98,52;14,99;-0,317;0;5-2-2021;15:00:50
2;1187;0;-2,035;0,03;98,2;15,02;-0,334;0;5-2-2021;15:00:52
2;1188;0;-2,094;0,03;98,01;15,02;-0,34;0;5-2-2021;15:00:54
2;1189;0;-2,162;0,03;97,79;15,01;-0,348;0;5-2-2021;15:00:56
2;1190;0;-2,224;0,03;97,8;15,04;-0,355;0;5-2-2021;15:00:58
2;1191;0;-2,293;0,03;97,72;15,06;-0,362;0;5-2-2021;15:01:00
2;1192;0;-2,4;0,03;97,73;15,11;-0,374;0;5-2-2021;15:01:02
2;1193;0;-2,463;0,03;97,75;15,14;-0,381;0;5-2-2021;15:01:04
2;1194;0;-2,457;0,05;97,78;15,14;-0,381;0;5-2-2021;15:01:06
2;1195;0;-2,559;0,05;97,98;15,22;-0,393;0;5-2-2021;15:01:08
2;1196;0;-2,7;0,05;97,93;15,28;-0,409;0;5-2-2021;15:01:10
2;1197;0;-2,837;0,05;97,84;15,32;-0,426;0;5-2-2021;15:01:12
2;1198;0;-2,946;0,05;97,98;15,4;-0,439;0;5-2-2021;15:01:14
2;1199;0;-3,034;0,05;97,97;15,43;-0,45;0;5-2-2021;15:01:16
2;1200;0;-3,115;0,05;97,91;15,46;-0,46;0;5-2-2021;15:01:18
2;1201;0;-3,13;0,05;98,16;15,51;-0,462;0;5-2-2021;15:01:20
2;1202;0;-3,174;0,05;98,15;15,53;-0,468;0;5-2-2021;15:01:22
2;1203;0;-3,15;0,05;98,27;15,54;-0,465;0;5-2-2021;15:01:24
2;1204;0;-3,06;0,05;98,47;15,53;-0,453;0;5-2-2021;15:01:26
