From file: CTD 1335 291020;Instrument no.:;1335;;;;;;;;;;
Ser;Interval (sec);Integration;Air pressure;Salinity;Chart Datum (dbar);;;;;;;
1;254;0,05;0,07;5,413;0,36;93,56;11,34;0,248;1428,87;50,90;27-10-2020;09:42:06
1;255;0,04;0,05;5,413;0,32;93,52;11,34;0,237;1428,85;50,30;27-10-2020;09:42:08
1;256;0,05;0,07;5,412;0,31;93,51;11,34;0,243;1428,85;49,72;27-10-2020;09:42:10
1;257;0,05;0,07;5,413;0,27;93,54;11,34;0,240;1428,84;49,12;27-10-2020;09:42:12
1;258;0,04;0,05;5,414;0,29;93,50;11,34;0,229;1428,82;48,57;27-10-2020;09:42:14
1;259;0,04;0,05;5,413;0,26;93,46;11,33;0,227;1428,81;48,12;27-10-2020;09:42:16
1;260;0,04;0,05;5,413;0,26;93,55;11,34;0,224;1428,80;47,56;27-10-2020;09:42:18
1;261;0,05;0,07;5,413;0,46;93,56;11,34;0,229;1428,81;47,01;27-10-2020;09:42:20
1;262;0,05;0,07;5,412;0,35;93,52;11,34;0,226;1428,79;46,38;27-10-2020;09:42:22
1;263;0,03;0,04;5,412;0,28;93,50;11,34;0,208;1428,76;45,82;27-10-2020;09:42:24
1;264;0,05;0,07;5,411;0,28;93,52;11,34;0,221;1428,77;45,27;27-10-2020;09:42:26
1;265;0,05;0,07;5,410;0,27;93,49;11,34;0,218;1428,76;44,65;27-10-2020;09:42:28
1;266;0,05;0,07;5,410;1,83;93,50;11,34;0,215;1428,75;44,00;27-10-2020;09:42:30
1;267;0,05;0,07;5,410;0,29;93,50;11,34;0,212;1428,74;43,46;27-10-2020;09:42:32
1;268;0,05;0,07;5,411;0,24;93,53;11,34;0,209;1428,73;42,82;27-10-2020;09:42:34
1;269;0,05;0,07;5,410;0,29;93,47;11,33;0,206;1428,72;42,29;27-10-2020;09:42:36
1;270;0,05;0,07;5,409;0,27;93,48;11,34;0,203;1428,71;41,65;27-10-2020;09:42:38
1;271;0,05;0,07;5,408;0,29;93,48;11,34;0,201;1428,69;41,14;27-10-2020;09:42:40
1;272;0,05;0,07;5,408;0,28;93,47;11,34;0,198;1428,69;40,58;27-10-2020;09:42:42
1;273;0,05;0,07;5,409;0,27;93,51;11,34;0,196;1428,68;40,12;27-10-2020;09:42:44
1;274;0,06;0,08;5,408;0,27;93,49;11,34;0,201;1428,68;39,49;27-10-2020;09:42:46
1;275;0,05;0,07;5,406;0,28;93,53;11,34;0,190;1428,65;39,03;27-10-2020;09:42:48
1;276;0,05;0,07;5,407;0,32;93,49;11,34;0,187;1428,65;38,34;27-10-2020;09:42:50
1;277;0,04;0,05;5,405;0,28;93,49;11,34;0,176;1428,61;37,78;27-10-2020;09:42:52
1;278;0,04;0,05;5,405;0,28;93,49;11,34;0,174;1428,61;37,26;27-10-2020;09:42:54
1;279;0,04;0,05;5,405;0,26;93,51;11,34;0,171;1428,60;36,78;27-10-2020;09:42:56
1;280;0,05;0,07;5,404;0,28;93,49;11,34;0,176;1428,60;36,15;27-10-2020;09:42:58
1;281;0,04;0,05;5,406;0,28;93,50;11,34;0,165;1428,58;35,45;27-10-2020;09:43:00
1;282;0,05;0,07;5,406;0,27;93,55;11,35;0,170;1428,59;34,87;27-10-2020;09:43:02
1;283;0,04;0,05;5,406;0,31;93,55;11,35;0,159;1428,56;34,20;27-10-2020;09:43:04
1;284;0,04;0,05;5,405;0,30;93,52;11,34;0,156;1428,55;33,53;27-10-2020;09:43:06
1;285;0,04;0,05;5,405;0,30;93,46;11,34;0,152;1428,54;32,87;27-10-2020;09:43:08
1;286;0,04;0,05;5,404;0,27;93,52;11,34;0,149;1428,52;32,26;27-10-2020;09:43:10
1;287;0,04;0,05;5,405;0,33;93,50;11,34;0,146;1428,52;31,60;27-10-2020;09:43:12
1;288;0,04;0,05;5,406;0,27;93,52;11,34;0,143;1428,51;30,96;27-10-2020;09:43:14
1;289;0,02;0,03;5,405;0,28;93,46;11,34;0,124;1428,47;30,31;27-10-2020;09:43:16
1;290;0,04;0,05;5,406;0,28;93,46;11,34;0,138;1428,50;30,00;27-10-2020;09:43:18
1;291;0,03;0,04;5,405;0,29;93,50;11,34;0,127;1428,47;29,36;27-10-2020;09:43:20
1;292;0,04;0,05;5,406;0,29;93,48;11,34;0,133;1428,48;28,85;27-10-2020;09:43:22
1;293;0,04;0,05;5,406;0,31;93,53;11,34;0,129;1428,47;28,12;27-10-2020;09:43:24
1;294;0,04;0,05;5,405;0,29;93,49;11,34;0,126;1428,45;27,49;27-10-2020;09:43:26
1;295;0,04;0,05;5,405;0,29;93,50;11,34;0,123;1428,44;26,88;27-10-2020;09:43:28
1;296;0,02;0,03;5,405;0,35;93,50;11,34;0,104;1428,41;26,25;27-10-2020;09:43:30
1;297;0,02;0,03;5,406;0,32;93,50;11,34;0,101;1428,40;25,70;27-10-2020;09:43:32
1;298;0,03;0,04;5,406;0,33;93,52;11,34;0,106;1428,41;25,11;27-10-2020;09:43:34
1;299;0,03;0,04;5,405;0,32;93,48;11,34;0,103;1428,39;24,54;27-10-2020;09:43:36
1;300;0,03;0,04;5,405;0,30;93,51;11,34;0,100;1428,38;23,93;27-10-2020;09:43:38
1;301;0,02;0,03;5,406;0,27;93,54;11,35;0,088;1428,36;23,13;27-10-2020;09:43:40
1;302;0,03;0,04;5,405;0,28;93,54;11,35;0,093;1428,36;22,47;27-10-2020;09:43:42
1;303;0,05;0,07;5,404;0,27;93,52;11,34;0,106;1428,37;21,84;27-10-2020;09:43:44
1;304;0,04;0,05;5,404;0,27;93,50;11,34;0,095;1428,35;21,18;27-10-2020;09:43:46
1;305;0,02;0,03;5,404;0,29;93,53;11,35;0,076;1428,31;20,53;27-10-2020;09:43:48
1;306;0,02;0,03;5,405;0,25;93,50;11,34;0,072;1428,31;19,84;27-10-2020;09:43:50
1;307;0,02;0,03;5,406;0,29;93,49;11,34;0,069;1428,30;19,18;27-10-2020;09:43:52
1;308;0,04;0,05;5,405;0,25;93,48;11,34;0,081;1428,31;18,41;27-10-2020;09:43:54
1;309;0,03;0,04;5,405;0,26;93,47;11,34;0,070;1428,29;17,72;27-10-2020;09:43:56
1;310;0,02;0,03;5,406;0,34;93,52;11,34;0,058;1428,27;16,96;27-10-2020;09:43:58
1;311;0,02;0,03;5,404;0,27;93,49;11,34;0,055;1428,25;16,39;27-10-2020;09:44:00
1;312;0,01;0,01;5,403;0,27;93,52;11,35;0,045;1428,22;15,81;27-10-2020;09:44:02
1;313;0,02;0,03;5,406;0,26;93,52;11,34;0,049;1428,24;15,09;27-10-2020;09:44:04
1;314;0,02;0,03;5,404;0,26;93,53;11,35;0,047;1428,22;14,64;27-10-2020;09:44:06
1;315;0,02;0,03;5,404;0,27;93,55;11,35;0,044;1428,21;14,09;27-10-2020;09:44:08
1;316;0,02;0,03;5,405;0,29;93,52;11,34;0,042;1428,21;13,58;27-10-2020;09:44:10
1;317;0,03;0,04;5,404;0,27;93,52;11,34;0,047;1428,21;12,98;27-10-2020;09:44:12
1;318;0,03;0,04;5,403;0,26;93,49;11,34;0,044;1428,19;12,48;27-10-2020;09:44:14
1;319;0,04;0,05;5,402;0,29;93,52;11,34;0,049;1428,19;11,74;27-10-2020;09:44:16
1;320;0,03;0,04;5,399;0,30;93,50;11,34;0,039;1428,16;11,32;27-10-2020;09:44:18
1;321;0,02;0,03;5,400;0,30;93,50;11,34;0,029;1428,14;10,97;27-10-2020;09:44:20
1;322;0,03;0,04;5,400;0,28;93,51;11,34;0,036;1428,15;10,68;27-10-2020;09:44:22
1;323;0,02;0,03;5,400;0,25;93,58;11,35;0,025;1428,13;10,24;27-10-2020;09:44:24
1;324;0,02;0,03;5,401;0,24;93,52;11,35;0,025;1428,14;10,24;27-10-2020;09:44:26
1;325;0,02;0,03;5,401;0,28;93,48;11,34;0,022;1428,13;9,50;27-10-2020;09:44:28
1;326;0,03;0,04;5,399;0,28;93,51;11,34;0,027;1428,12;8,86;27-10-2020;09:44:30
1;327;0,03;0,04;5,400;0,32;93,54;11,35;0,024;1428,11;8,22;27-10-2020;09:44:32
1;328;0,02;0,03;5,400;0,29;93,52;11,35;0,013;1428,09;7,73;27-10-2020;09:44:34
1;329;0,01;0,01;5,394;0,25;93,53;11,35;0,002;1428,04;7,10;27-10-2020;09:44:36
1;330;0,03;0,04;5,393;0,28;93,52;11,35;0,015;1428,06;6,49;27-10-2020;09:44:38
1;331;0,03;0,04;5,394;0,24;93,50;11,34;0,012;1428,05;5,75;27-10-2020;09:44:40
1;332;0,03;0,04;5,394;0,25;93,51;11,35;0,009;1428,04;5,19;27-10-2020;09:44:42
1;333;0,02;0,03;5,389;0,24;93,50;11,35;-0,002;1428,00;4,63;27-10-2020;09:44:44
1;334;0,03;0,04;5,389;0,24;93,51;11,35;0,003;1428,00;4,00;27-10-2020;09:44:46
1;335;0,02;0,03;5,387;0,26;93,49;11,35;-0,008;1427,97;3,40;27-10-2020;09:44:48
1;336;0,01;0,01;5,390;0,27;93,48;11,34;-0,019;1427,96;2,85;27-10-2020;09:44:50
1;337;0,02;0,03;5,390;0,25;93,51;11,35;-0,013;1427,96;2,31;27-10-2020;09:44:52
1;338;0,02;0,03;5,391;0,24;93,53;11,35;-0,016;1427,96;1,70;27-10-2020;09:44:54
1;339;0,03;0,04;5,391;0,23;93,47;11,34;-0,012;1427,96;1,01;27-10-2020;09:44:56
1;340;0,02;0,03;5,382;0,20;93,47;11,35;-0,022;1427,90;0,45;27-10-2020;09:44:58
1;341;0,02;0,03;5,378;0,20;93,51;11,35;-0,024;1427,87;0,00;27-10-2020;09:45:00
1;342;0,03;0,04;5,378;0,21;93,51;11,35;-0,016;1427,89;0,00;27-10-2020;09:45:02
1;343;0,02;0,03;5,350;0,19;93,50;11,36;-0,024;1427,75;0,00;27-10-2020;09:45:04
1;344;0,01;0,01;5,063;0,12;93,65;11,46;-0,026;1426,46;0,00;27-10-2020;09:45:06
1;345;0,02;0,03;4,584;0,03;93,52;11,59;-0,012;1424,32;0,00;27-10-2020;09:45:08
1;346;0,02;0,03;4,144;0,03;93,64;11,74;-0,009;1422,31;0,00;27-10-2020;09:45:10
1;347;0,01;0,01;3,621;0,33;93,86;11,93;-0,018;1419,89;0,00;27-10-2020;09:45:12
1;348;0,02;0,03;3,134;0,03;94,17;12,12;-0,015;1417,64;0,00;27-10-2020;09:45:14
2;349;0,01;0,01;0,682;0,04;97,21;13,20;-0,107;1405,81;0,00;27-10-2020;10:31:27
2;350;0,01;0,01;0,586;0,04;97,75;13,31;-0,112;1405,33;0,00;27-10-2020;10:31:29
2;351;0,01;0,01;0,630;0,26;97,87;13,31;-0,110;1405,55;0,00;27-10-2020;10:31:31
2;352;0,01;0,01;0,642;0,04;97,75;13,29;-0,109;1405,61;0,00;27-10-2020;10:31:33
2;353;0,02;0,03;0,616;0,04;97,96;13,33;-0,103;1405,50;0,00;27-10-2020;10:31:35
2;354;0,02;0,03;0,628;0,04;98,00;13,33;-0,102;1405,56;0,00;27-10-2020;10:31:37
2;355;0,01;0,01;0,608;0,17;99,75;13,58;-0,111;1405,44;0,00;27-10-2020;10:31:39
2;356;0,01;0,01;0,511;0,19;96,84;13,22;-0,117;1404,96;0,00;27-10-2020;10:31:41
2;357;0,04;0,05;4,497;0,19;95,67;11,72;0,006;1423,95;0,10;27-10-2020;10:31:43
2;358;0,02;0,03;5,284;0,19;94,67;11,36;-0,022;1427,46;0,14;27-10-2020;10:31:45
2;359;0,02;0,03;5,360;0,24;94,45;11,32;-0,023;1427,80;0,13;27-10-2020;10:31:47
2;360;0,03;0,04;5,393;0,23;94,22;11,28;-0,016;1427,96;0,13;27-10-2020;10:31:49
2;361;0,03;0,04;5,403;0,19;94,12;11,26;-0,016;1428,00;0,13;27-10-2020;10:31:51
2;362;0,03;0,04;5,407;0,20;94,06;11,25;-0,016;1428,02;0,13;27-10-2020;10:31:53
2;363;0,03;0,04;5,415;0,20;93,80;11,22;-0,017;1428,05;0,11;27-10-2020;10:31:55
2;364;0,01;0,01;5,414;0,20;93,84;11,23;-0,033;1428,02;0,12;27-10-2020;10:31:57
2;365;0,03;0,04;5,407;0,23;93,79;11,22;-0,017;1428,02;0,09;27-10-2020;10:31:59
2;366;0,01;0,01;5,399;0,20;93,91;11,24;-0,032;1427,96;0,09;27-10-2020;10:32:01
2;367;0,03;0,04;5,397;0,21;93,79;11,22;-0,016;1427,97;0,11;27-10-2020;10:32:03
2;368;0,01;0,01;5,399;0,21;93,87;11,24;-0,032;1427,96;0,13;27-10-2020;10:32:05
2;369;0,02;0,03;5,406;0,19;93,81;11,23;-0,024;1428,00;0,13;27-10-2020;10:32:07
2;370;0,02;0,03;5,405;0,22;93,82;11,23;-0,024;1428,00;0,12;27-10-2020;10:32:09
2;371;0,02;0,03;5,406;0,24;93,70;11,21;-0,024;1428,00;0,12;27-10-2020;10:32:11
2;372;0,02;0,03;5,404;0,20;93,69;11,21;-0,024;1427,99;0,10;27-10-2020;10:32:13
2;373;0,02;0,03;5,404;0,25;93,66;11,21;-0,024;1427,99;0,12;27-10-2020;10:32:15
2;374;0,03;0,04;5,405;0,21;93,73;11,22;-0,016;1428,01;0,09;27-10-2020;10:32:17
2;375;0,01;0,01;5,416;0,20;93,64;11,20;-0,032;1428,03;0,17;27-10-2020;10:32:19
2;376;0,01;0,01;5,429;0,18;93,70;11,21;-0,033;1428,09;0,14;27-10-2020;10:32:21
2;377;0,02;0,03;5,435;0,20;93,70;11,20;-0,025;1428,13;0,18;27-10-2020;10:32:23
2;378;0,02;0,03;5,435;0,20;93,68;11,20;-0,025;1428,13;0,18;27-10-2020;10:32:25
2;379;0,03;0,04;5,430;0,21;93,65;11,20;-0,016;1428,12;0,21;27-10-2020;10:32:27
2;380;0,02;0,03;5,423;0,21;93,67;11,20;-0,024;1428,08;0,18;27-10-2020;10:32:29
2;381;0,03;0,04;5,418;0,22;93,61;11,20;-0,016;1428,07;0,19;27-10-2020;10:32:31
2;382;0,02;0,03;5,416;0,21;93,62;11,20;-0,024;1428,05;0,18;27-10-2020;10:32:33
2;383;0,03;0,04;5,426;0,20;93,59;11,19;-0,016;1428,10;0,18;27-10-2020;10:32:35
2;384;0,02;0,03;5,431;0,25;93,58;11,19;-0,024;1428,11;0,21;27-10-2020;10:32:37
2;385;0,01;0,01;5,428;0,22;93,52;11,18;-0,033;1428,09;0,17;27-10-2020;10:32:39
2;386;0,01;0,01;5,428;0,21;93,57;11,19;-0,032;1428,09;0,21;27-10-2020;10:32:41
2;387;0,02;0,03;5,432;0,24;93,58;11,19;-0,024;1428,12;0,23;27-10-2020;10:32:43
2;388;0,03;0,04;5,436;0,22;93,53;11,18;-0,016;1428,15;0,29;27-10-2020;10:32:45
2;389;0,02;0,03;5,436;0,22;93,52;11,18;-0,023;1428,14;0,54;27-10-2020;10:32:47
2;390;0,02;0,03;5,442;0,24;93,56;11,18;-0,020;1428,18;1,08;27-10-2020;10:32:49
2;391;0,02;0,03;5,446;0,24;93,54;11,18;-0,018;1428,20;1,56;27-10-2020;10:32:51
2;392;0,02;0,03;5,449;0,30;93,53;11,18;-0,016;1428,22;2,11;27-10-2020;10:32:53
2;393;0,02;0,03;5,450;0,23;93,51;11,18;-0,014;1428,23;2,54;27-10-2020;10:32:55
2;394;0,02;0,03;5,451;0,25;93,54;11,18;-0,011;1428,25;3,03;27-10-2020;10:32:57
2;395;0,01;0,01;5,450;0,25;93,52;11,18;-0,017;1428,24;3,53;27-10-2020;10:32:59
2;396;0,03;0,04;5,452;0,26;93,52;11,18;0,001;1428,28;3,97;27-10-2020;10:33:01
2;397;0,02;0,03;5,455;0,27;93,51;11,18;-0,004;1428,29;4,57;27-10-2020;10:33:03
2;398;0,02;0,03;5,456;0,26;93,54;11,18;-0,001;1428,30;5,12;27-10-2020;10:33:05
2;399;0,02;0,03;5,457;0,25;93,47;11,17;0,002;1428,31;5,71;27-10-2020;10:33:07
2;400;0,02;0,03;5,458;0,27;93,52;11,18;0,005;1428,33;6,31;27-10-2020;10:33:09
2;401;0,02;0,03;5,458;0,27;93,45;11,17;0,007;1428,34;6,72;27-10-2020;10:33:11
2;402;0,02;0,03;5,461;0,28;93,47;11,17;0,009;1428,36;7,28;27-10-2020;10:33:13
2;403;0,01;0,01;5,462;0,28;93,40;11,16;0,004;1428,36;7,82;27-10-2020;10:33:15
2;404;0,03;0,04;5,465;0,27;93,40;11,16;0,022;1428,40;8,20;27-10-2020;10:33:17
2;405;0,03;0,04;5,466;0,26;93,37;11,15;0,025;1428,42;8,77;27-10-2020;10:33:19
2;406;0,02;0,03;5,462;0,28;93,43;11,16;0,020;1428,40;9,40;27-10-2020;10:33:21
2;407;0,01;0,01;5,461;0,24;93,39;11,16;0,014;1428,39;9,94;27-10-2020;10:33:23
2;408;0,02;0,03;5,462;0,25;93,35;11,15;0,025;1428,41;10,46;27-10-2020;10:33:25
2;409;0,03;0,04;5,466;0,25;93,39;11,16;0,036;1428,45;11,02;27-10-2020;10:33:27
2;410;0,02;0,03;5,465;0,29;93,37;11,16;0,031;1428,44;11,60;27-10-2020;10:33:29
2;411;0,02;0,03;5,463;0,25;93,35;11,15;0,033;1428,44;12,18;27-10-2020;10:33:31
2;412;0,02;0,03;5,462;0,27;93,35;11,15;0,036;1428,45;12,63;27-10-2020;10:33:33
2;413;0,02;0,03;5,462;0,28;93,35;11,15;0,038;1428,45;13,15;27-10-2020;10:33:35
2;414;0,03;0,04;5,465;0,27;93,39;11,16;0,049;1428,49;13,67;27-10-2020;10:33:37
2;415;0,02;0,03;5,465;0,28;93,37;11,16;0,044;1428,49;14,32;27-10-2020;10:33:39
2;416;0,02;0,03;5,466;0,31;93,37;11,16;0,046;1428,50;14,84;27-10-2020;10:33:41
2;417;0,03;0,04;5,466;0,30;93,35;11,15;0,057;1428,52;15,41;27-10-2020;10:33:43
2;418;0,02;0,03;5,466;0,28;93,37;11,16;0,052;1428,52;15,92;27-10-2020;10:33:45
2;419;0,02;0,03;5,465;0,27;93,33;11,15;0,055;1428,52;16,52;27-10-2020;10:33:47
2;420;0,02;0,03;5,464;0,28;93,31;11,15;0,057;1428,52;17,08;27-10-2020;10:33:49
2;421;0,03;0,04;5,463;0,28;93,36;11,15;0,068;1428,54;17,69;27-10-2020;10:33:51
2;422;0,04;0,05;5,464;0,26;93,34;11,15;0,079;1428,57;18,14;27-10-2020;10:33:53
2;423;0,03;0,04;5,464;0,26;93,33;11,15;0,074;1428,56;18,77;27-10-2020;10:33:55
2;424;0,03;0,04;5,466;0,36;93,31;11,15;0,077;1428,58;19,38;27-10-2020;10:33:57
2;425;0,02;0,03;5,465;0,31;93,33;11,15;0,072;1428,58;20,06;27-10-2020;10:33:59
2;426;0,02;0,03;5,467;0,26;93,34;11,15;0,075;1428,59;20,68;27-10-2020;10:34:01
2;427;0,02;0,03;5,466;0,26;93,33;11,15;0,078;1428,60;21,24;27-10-2020;10:34:03
2;428;0,04;0,05;5,466;0,25;93,27;11,14;0,097;1428,64;21,88;27-10-2020;10:34:05
2;429;0,02;0,03;5,466;0,30;93,31;11,15;0,084;1428,62;22,46;27-10-2020;10:34:07
2;430;0,02;0,03;5,467;0,27;93,29;11,15;0,086;1428,63;22,99;27-10-2020;10:34:09
2;431;0,02;0,03;5,466;0,25;93,29;11,15;0,089;1428,64;23,55;27-10-2020;10:34:11
2;432;0,02;0,03;5,468;0,30;93,28;11,14;0,092;1428,65;24,20;27-10-2020;10:34:13
2;433;0,03;0,04;5,468;0,26;93,28;11,14;0,103;1428,68;24,78;27-10-2020;10:34:15
2;434;0,03;0,04;5,468;0,26;93,25;11,14;0,106;1428,68;25,31;27-10-2020;10:34:17
2;435;0,02;0,03;5,467;0,29;93,27;11,14;0,101;1428,68;25,89;27-10-2020;10:34:19
2;436;0,02;0,03;5,467;0,26;93,29;11,15;0,103;1428,69;26,44;27-10-2020;10:34:21
2;437;0,03;0,04;5,468;0,27;93,27;11,14;0,114;1428,71;27,06;27-10-2020;10:34:23
2;438;0,02;0,03;5,469;0,28;93,27;11,14;0,109;1428,71;27,58;27-10-2020;10:34:25
2;439;0,02;0,03;5,469;0,30;93,27;11,14;0,112;1428,72;28,21;27-10-2020;10:34:27
2;440;0,02;0,03;5,468;0,31;93,26;11,14;0,115;1428,73;28,86;27-10-2020;10:34:29
2;441;0,03;0,04;5,468;0,27;93,27;11,14;0,126;1428,75;29,49;27-10-2020;10:34:31
2;442;0,02;0,03;5,463;0,27;93,24;11,14;0,122;1428,73;30,15;27-10-2020;10:34:33
2;443;0,02;0,03;5,455;0,27;93,28;11,15;0,126;1428,70;30,99;27-10-2020;10:34:35
2;444;0,03;0,04;5,462;0,37;93,19;11,13;0,137;1428,76;31,64;27-10-2020;10:34:37
2;445;0,02;0,03;5,463;0,36;93,27;11,14;0,132;1428,76;32,38;27-10-2020;10:34:39
2;446;0,02;0,03;5,462;0,27;93,23;11,14;0,136;1428,77;33,07;27-10-2020;10:34:41
2;447;0,02;0,03;5,456;0,31;93,20;11,14;0,139;1428,75;33,61;27-10-2020;10:34:43
2;448;0,02;0,03;5,449;0,29;93,18;11,14;0,142;1428,73;34,28;27-10-2020;10:34:45
2;449;0,02;0,03;5,446;0,30;93,18;11,14;0,146;1428,73;35,00;27-10-2020;10:34:47
2;450;0,02;0,03;5,446;0,28;93,21;11,14;0,149;1428,74;35,70;27-10-2020;10:34:49
2;451;0,02;0,03;5,446;0,29;93,19;11,14;0,152;1428,75;36,33;27-10-2020;10:34:51
2;452;0,02;0,03;5,447;0,26;93,21;11,14;0,156;1428,76;37,16;27-10-2020;10:34:53
2;453;0,02;0,03;5,454;0,29;93,21;11,14;0,160;1428,81;37,88;27-10-2020;10:34:55
2;454;0,03;0,04;5,454;0,35;93,23;11,14;0,170;1428,83;38,35;27-10-2020;10:34:57
2;455;0,03;0,04;5,451;0,26;93,16;11,13;0,172;1428,82;38,66;27-10-2020;10:34:59
2;456;0,02;0,03;5,450;0,31;93,20;11,14;0,167;1428,81;39,39;27-10-2020;10:35:01
2;457;0,02;0,03;5,447;0,30;93,16;11,14;0,169;1428,81;39,83;27-10-2020;10:35:03
2;458;0,02;0,03;5,445;0,29;93,20;11,14;0,172;1428,81;40,45;27-10-2020;10:35:05
2;459;0,03;0,04;5,444;0,28;93,17;11,14;0,184;1428,83;41,17;27-10-2020;10:35:07
2;460;0,02;0,03;5,442;0,25;93,08;11,13;0,179;1428,82;41,79;27-10-2020;10:35:09
2;461;0,03;0,04;5,439;0,27;93,18;11,14;0,190;1428,82;42,38;27-10-2020;10:35:11
2;462;0,03;0,04;5,438;0,29;93,18;11,14;0,192;1428,83;42,84;27-10-2020;10:35:13
2;463;0,02;0,03;5,437;0,28;93,18;11,14;0,188;1428,82;43,54;27-10-2020;10:35:15
2;464;0,02;0,03;5,440;0,27;93,14;11,14;0,190;1428,84;44,04;27-10-2020;10:35:17
2;465;0,02;0,03;5,439;0,27;93,16;11,14;0,192;1428,85;44,52;27-10-2020;10:35:19
2;466;0,03;0,04;5,439;0,32;93,11;11,13;0,203;1428,87;45,09;27-10-2020;10:35:21
2;467;0,01;0,01;5,438;0,38;93,14;11,14;0,191;1428,85;45,76;27-10-2020;10:35:23
2;468;0,01;0,01;5,428;0,31;93,05;11,13;0,194;1428,81;46,49;27-10-2020;10:35:25
2;469;0,02;0,03;5,422;0,28;93,03;11,13;0,206;1428,81;47,22;27-10-2020;10:35:27
2;470;0,02;0,03;5,420;0,26;93,03;11,13;0,210;1428,81;47,93;27-10-2020;10:35:29
2;471;0,03;0,04;5,421;0,26;93,06;11,13;0,221;1428,84;48,60;27-10-2020;10:35:31
2;472;0,02;0,03;5,417;0,29;93,04;11,13;0,216;1428,82;49,20;27-10-2020;10:35:33
2;473;0,03;0,04;5,409;0,29;93,03;11,13;0,228;1428,81;50,06;27-10-2020;10:35:35
2;474;0,02;0,03;5,396;0,26;93,02;11,13;0,224;1428,75;50,82;27-10-2020;10:35:37
2;475;0,02;0,03;5,365;0,30;93,06;11,15;0,229;1428,63;51,62;27-10-2020;10:35:39
2;476;0,03;0,04;5,354;0,29;93,12;11,16;0,240;1428,60;52,11;27-10-2020;10:35:41
2;477;0,02;0,03;5,350;0,30;93,16;11,16;0,235;1428,58;52,80;27-10-2020;10:35:43
2;478;0,03;0,04;5,348;0,27;93,14;11,16;0,246;1428,59;53,46;27-10-2020;10:35:45
2;479;0,02;0,03;5,346;0,29;93,15;11,16;0,240;1428,58;53,82;27-10-2020;10:35:47
2;480;0,02;0,03;5,345;0,27;93,15;11,16;0,241;1428,57;53,88;27-10-2020;10:35:49
2;481;0,02;0,03;5,346;0,28;93,16;11,16;0,243;1428,59;54,33;27-10-2020;10:35:51
2;482;0,03;0,04;5,345;0,32;93,13;11,16;0,249;1428,59;54,03;27-10-2020;10:35:53
2;483;0,03;0,04;5,345;0,27;93,17;11,17;0,248;1428,59;53,78;27-10-2020;10:35:55
2;484;0,03;0,04;5,344;0,26;93,12;11,16;0,248;1428,58;53,77;27-10-2020;10:35:57
2;485;0,03;0,04;5,346;0,34;93,16;11,16;0,248;1428,59;53,76;27-10-2020;10:35:59
2;486;0,02;0,03;5,344;0,29;93,17;11,17;0,240;1428,57;53,74;27-10-2020;10:36:01
2;487;0,02;0,03;5,347;0,29;93,19;11,17;0,240;1428,58;53,71;27-10-2020;10:36:03
2;488;0,03;0,04;5,346;0,27;93,21;11,17;0,248;1428,59;53,71;27-10-2020;10:36:05
2;489;0,03;0,04;5,346;0,39;93,18;11,17;0,248;1428,59;53,74;27-10-2020;10:36:07
2;490;0,03;0,04;5,346;0,27;93,18;11,17;0,248;1428,59;53,74;27-10-2020;10:36:09
2;491;0,03;0,04;5,346;0,35;93,18;11,17;0,248;1428,59;53,73;27-10-2020;10:36:11
2;492;0,02;0,03;5,346;0,26;93,18;11,17;0,240;1428,58;53,72;27-10-2020;10:36:13
2;493;0,02;0,03;5,346;0,28;93,17;11,17;0,240;1428,58;53,72;27-10-2020;10:36:15
2;494;0,02;0,03;5,345;0,28;93,18;11,17;0,238;1428,57;53,43;27-10-2020;10:36:17
2;495;0,03;0,04;5,346;0,30;93,17;11,17;0,245;1428,58;53,12;27-10-2020;10:36:19
2;496;0,03;0,04;5,344;0,26;93,13;11,16;0,242;1428,56;52,60;27-10-2020;10:36:21
2;497;0,04;0,05;5,346;0,27;93,19;11,17;0,248;1428,58;52,18;27-10-2020;10:36:23
2;498;0,04;0,05;5,347;0,24;93,15;11,16;0,245;1428,57;51,50;27-10-2020;10:36:25
2;499;0,03;0,04;5,348;0,29;93,13;11,16;0,234;1428,56;50,93;27-10-2020;10:36:27
2;500;0,02;0,03;5,361;0,30;93,16;11,16;0,223;1428,59;50,42;27-10-2020;10:36:29
2;501;0,04;0,05;5,390;0,30;93,12;11,15;0,236;1428,74;49,87;27-10-2020;10:36:31
2;502;0,03;0,04;5,410;0,26;93,10;11,14;0,225;1428,81;49,45;27-10-2020;10:36:33
2;503;0,04;0,05;5,420;0,29;93,08;11,13;0,230;1428,85;48,76;27-10-2020;10:36:35
2;504;0,04;0,05;5,420;0,27;93,04;11,13;0,227;1428,85;48,19;27-10-2020;10:36:37
2;505;0,04;0,05;5,419;0,30;92,97;11,12;0,225;1428,83;47,78;27-10-2020;10:36:39
2;506;0,03;0,04;5,427;0,29;92,97;11,12;0,214;1428,85;47,23;27-10-2020;10:36:41
2;507;0,03;0,04;5,428;0,28;92,96;11,12;0,212;1428,84;46,72;27-10-2020;10:36:43
2;508;0,03;0,04;5,423;0,66;92,97;11,12;0,209;1428,81;46,23;27-10-2020;10:36:45
2;509;0,04;0,05;5,425;0,28;92,96;11,12;0,214;1428,83;45,66;27-10-2020;10:36:47
